"","loci.group_name","loci.value","starts.value","ends.value"
"4654","ENST00000406381","17",39716358,39716376
"4655","ENST00000584450","17",39716358,39716376
"4656","ENST00000578373","17",39716358,39716376
"4657","ENST00000578199","17",39716358,39716376
"4658","ENST00000582788","17",39716358,39716376
"4659","ENST00000584601","17",39716358,39716376
"4660","ENST00000445658","17",39716358,39716376
"4661","ENST00000269571","17",39716358,39716376
"4662","ENST00000541774","17",39716358,39716376
"4663","ENST00000583038","17",39716358,39716376
"4664","ENST00000406381","17",39728031,39728049
"4665","ENST00000578373","17",39728031,39728049
"4666","ENST00000584601","17",39728031,39728049
"4667","ENST00000445658","17",39728031,39728049
"4668","ENST00000269571","17",39728031,39728049
"4669","ENST00000541774","17",39728031,39728049
"4670","ENST00000406381","17",39725368,39725386
"4671","ENST00000584450","17",39725368,39725386
"4672","ENST00000578373","17",39725368,39725386
"4673","ENST00000584601","17",39725368,39725386
"4674","ENST00000445658","17",39725368,39725386
"4675","ENST00000269571","17",39725368,39725386
"4676","ENST00000541774","17",39725368,39725386
"4677","ENST00000583038","17",39725368,39725386
"4678","ENST00000406381","17",39708421,39708439
"4679","ENST00000584450","17",39708421,39708439
"4680","ENST00000578373","17",39708421,39708439
"4681","ENST00000578199","17",39708421,39708439
"4682","ENST00000584908","17",39708421,39708439
"4683","ENST00000584099","17",39708421,39708439
"4684","ENST00000584601","17",39708421,39708439
"4685","ENST00000578709","17",39708421,39708439
"4686","ENST00000269571","17",39708421,39708439
"4687","ENST00000541774","17",39708421,39708439
"4688","ENST00000583038","17",39708421,39708439
"4689","ENST00000406381","17",39707051,39707069
"4690","ENST00000584450","17",39707051,39707069
"4691","ENST00000578373","17",39707051,39707069
"4692","ENST00000578199","17",39707051,39707069
"4693","ENST00000584908","17",39707051,39707069
"4694","ENST00000582788","17",39707051,39707069
"4695","ENST00000582648","17",39707051,39707069
"4696","ENST00000584099","17",39707051,39707069
"4697","ENST00000584601","17",39707051,39707069
"4698","ENST00000578709","17",39707051,39707069
"4699","ENST00000269571","17",39707051,39707069
"4700","ENST00000541774","17",39707051,39707069
"4701","ENST00000406381","17",39708459,39708477
"4702","ENST00000584450","17",39708459,39708477
"4703","ENST00000578373","17",39708459,39708477
"4704","ENST00000578199","17",39708459,39708477
"4705","ENST00000584908","17",39708459,39708477
"4706","ENST00000584099","17",39708459,39708477
"4707","ENST00000584601","17",39708459,39708477
"4708","ENST00000578709","17",39708459,39708477
"4709","ENST00000269571","17",39708459,39708477
"4710","ENST00000541774","17",39708459,39708477
"4711","ENST00000583038","17",39708459,39708477
"4712","ENST00000406381","17",39723352,39723370
"4713","ENST00000584450","17",39723352,39723370
"4714","ENST00000578373","17",39723352,39723370
"4715","ENST00000580074","17",39723352,39723370
"4716","ENST00000584601","17",39723352,39723370
"4717","ENST00000582818","17",39723352,39723370
"4718","ENST00000578630","17",39723352,39723370
"4719","ENST00000445658","17",39723352,39723370
"4720","ENST00000269571","17",39723352,39723370
"4721","ENST00000541774","17",39723352,39723370
"4722","ENST00000583038","17",39723352,39723370
"4723","ENST00000406381","17",39707021,39707039
"4724","ENST00000584450","17",39707021,39707039
"4725","ENST00000578373","17",39707021,39707039
"4726","ENST00000578199","17",39707021,39707039
"4727","ENST00000584908","17",39707021,39707039
"4728","ENST00000582788","17",39707021,39707039
"4729","ENST00000582648","17",39707021,39707039
"4730","ENST00000584099","17",39707021,39707039
"4731","ENST00000584601","17",39707021,39707039
"4732","ENST00000578709","17",39707021,39707039
"4733","ENST00000269571","17",39707021,39707039
"4734","ENST00000541774","17",39707021,39707039
"4735","ENST00000406381","17",39728100,39728118
"4736","ENST00000578373","17",39728100,39728118
"4737","ENST00000584601","17",39728100,39728118
"4738","ENST00000269571","17",39728100,39728118
"4739","ENST00000541774","17",39728100,39728118
"4740","ENST00000406381","17",39727765,39727783
"4741","ENST00000584450","17",39727765,39727783
"4742","ENST00000578373","17",39727765,39727783
"4743","ENST00000584601","17",39727765,39727783
"4744","ENST00000445658","17",39727765,39727783
"4745","ENST00000269571","17",39727765,39727783
"4746","ENST00000541774","17",39727765,39727783
"4747","ENST00000406381","17",39717384,39717402
"4748","ENST00000584450","17",39717384,39717402
"4749","ENST00000578373","17",39717384,39717402
"4750","ENST00000578199","17",39717384,39717402
"4751","ENST00000582788","17",39717384,39717402
"4752","ENST00000584601","17",39717384,39717402
"4753","ENST00000584684","17",39717384,39717402
"4754","ENST00000582818","17",39717384,39717402
"4755","ENST00000578630","17",39717384,39717402
"4756","ENST00000445658","17",39717384,39717402
"4757","ENST00000269571","17",39717384,39717402
"4758","ENST00000541774","17",39717384,39717402
"4759","ENST00000583038","17",39717384,39717402
"4760","ENST00000406381","17",39707120,39707138
"4761","ENST00000584450","17",39707120,39707138
"4762","ENST00000578373","17",39707120,39707138
"4763","ENST00000578199","17",39707120,39707138
"4764","ENST00000584908","17",39707120,39707138
"4765","ENST00000582788","17",39707120,39707138
"4766","ENST00000582648","17",39707120,39707138
"4767","ENST00000584099","17",39707120,39707138
"4768","ENST00000584601","17",39707120,39707138
"4769","ENST00000578709","17",39707120,39707138
"4770","ENST00000269571","17",39707120,39707138
"4771","ENST00000541774","17",39707120,39707138
"4772","ENST00000406381","17",39715743,39715761
"4773","ENST00000584450","17",39715743,39715761
"4774","ENST00000578373","17",39715743,39715761
"4775","ENST00000578199","17",39715743,39715761
"4776","ENST00000582788","17",39715743,39715761
"4777","ENST00000582648","17",39715743,39715761
"4778","ENST00000584601","17",39715743,39715761
"4779","ENST00000445658","17",39715743,39715761
"4780","ENST00000269571","17",39715743,39715761
"4781","ENST00000541774","17",39715743,39715761
"4782","ENST00000583038","17",39715743,39715761
"4783","ENST00000406381","17",39712041,39712047
"4784","ENST00000406381","17",39712321,39712333
"4785","ENST00000584450","17",39712041,39712047
"4786","ENST00000584450","17",39712321,39712333
"4787","ENST00000578373","17",39712041,39712047
"4788","ENST00000578373","17",39712321,39712333
"4789","ENST00000578199","17",39712041,39712047
"4790","ENST00000578199","17",39712321,39712333
"4791","ENST00000582788","17",39712041,39712047
"4792","ENST00000582788","17",39712321,39712333
"4793","ENST00000582648","17",39712041,39712047
"4794","ENST00000582648","17",39712321,39712333
"4795","ENST00000584601","17",39712041,39712047
"4796","ENST00000584601","17",39712321,39712333
"4797","ENST00000578502","17",39712041,39712047
"4798","ENST00000578502","17",39712321,39712333
"4799","ENST00000445658","17",39712041,39712047
"4800","ENST00000445658","17",39712321,39712333
"4801","ENST00000269571","17",39712041,39712047
"4802","ENST00000269571","17",39712321,39712333
"4803","ENST00000541774","17",39712041,39712047
"4804","ENST00000541774","17",39712321,39712333
"4805","ENST00000583038","17",39712041,39712047
"4806","ENST00000583038","17",39712321,39712333
"4807","ENST00000406381","17",39728189,39728207
"4808","ENST00000578373","17",39728189,39728207
"4809","ENST00000584601","17",39728189,39728207
"4810","ENST00000269571","17",39728189,39728207
"4811","ENST00000541774","17",39728189,39728207
"4812","ENST00000406381","17",39728249,39728267
"4813","ENST00000578373","17",39728249,39728267
"4814","ENST00000584601","17",39728249,39728267
"4815","ENST00000269571","17",39728249,39728267
"4816","ENST00000541774","17",39728249,39728267
"4817","ENST00000406381","17",39727910,39727928
"4818","ENST00000584450","17",39727910,39727928
"4819","ENST00000578373","17",39727910,39727928
"4820","ENST00000584601","17",39727910,39727928
"4821","ENST00000445658","17",39727910,39727928
"4822","ENST00000269571","17",39727910,39727928
"4823","ENST00000541774","17",39727910,39727928
"4824","ENST00000406381","17",39708357,39708375
"4825","ENST00000584450","17",39708357,39708375
"4826","ENST00000578373","17",39708357,39708375
"4827","ENST00000578199","17",39708357,39708375
"4828","ENST00000584908","17",39708357,39708375
"4829","ENST00000584099","17",39708357,39708375
"4830","ENST00000584601","17",39708357,39708375
"4831","ENST00000578709","17",39708357,39708375
"4832","ENST00000269571","17",39708357,39708375
"4833","ENST00000541774","17",39708357,39708375
"4834","ENST00000583038","17",39708357,39708375
"4835","ENST00000406381","17",39723396,39723414
"4836","ENST00000584450","17",39723396,39723414
"4837","ENST00000578373","17",39723396,39723414
"4838","ENST00000580074","17",39723396,39723414
"4839","ENST00000584601","17",39723396,39723414
"4840","ENST00000582818","17",39723396,39723414
"4841","ENST00000578630","17",39723396,39723414
"4842","ENST00000445658","17",39723396,39723414
"4843","ENST00000269571","17",39723396,39723414
"4844","ENST00000541774","17",39723396,39723414
"4845","ENST00000583038","17",39723396,39723414
"4846","ENST00000406381","17",39726854,39726872
"4847","ENST00000584450","17",39726854,39726872
"4848","ENST00000578373","17",39726854,39726872
"4849","ENST00000584601","17",39726854,39726872
"4850","ENST00000445658","17",39726854,39726872
"4851","ENST00000269571","17",39726854,39726872
"4852","ENST00000541774","17",39726854,39726872
"4853","ENST00000406381","17",39723644,39723660
"4854","ENST00000406381","17",39723911,39723913
"4855","ENST00000584450","17",39723644,39723660
"4856","ENST00000584450","17",39723911,39723913
"4857","ENST00000578373","17",39723644,39723660
"4858","ENST00000578373","17",39723911,39723913
"4859","ENST00000580074","17",39723644,39723660
"4860","ENST00000580074","17",39723911,39723913
"4861","ENST00000584601","17",39723644,39723660
"4862","ENST00000584601","17",39723911,39723913
"4863","ENST00000578630","17",39723644,39723660
"4864","ENST00000578630","17",39723911,39723913
"4865","ENST00000445658","17",39723644,39723660
"4866","ENST00000445658","17",39723911,39723913
"4867","ENST00000269571","17",39723644,39723660
"4868","ENST00000269571","17",39723911,39723913
"4869","ENST00000541774","17",39723644,39723660
"4870","ENST00000541774","17",39723911,39723913
"4871","ENST00000583038","17",39723644,39723660
"4872","ENST00000583038","17",39723911,39723913
"4873","ENST00000406381","17",39712010,39712028
"4874","ENST00000584450","17",39712010,39712028
"4875","ENST00000578373","17",39712010,39712028
"4876","ENST00000578199","17",39712010,39712028
"4877","ENST00000584908","17",39712010,39712028
"4878","ENST00000582788","17",39712010,39712028
"4879","ENST00000582648","17",39712010,39712028
"4880","ENST00000584601","17",39712010,39712028
"4881","ENST00000578502","17",39712010,39712028
"4882","ENST00000445658","17",39712010,39712028
"4883","ENST00000269571","17",39712010,39712028
"4884","ENST00000541774","17",39712010,39712028
"4885","ENST00000583038","17",39712010,39712028
"4886","ENST00000406381","17",39709395,39709413
"4887","ENST00000584450","17",39709395,39709413
"4888","ENST00000578373","17",39709395,39709413
"4889","ENST00000578199","17",39709395,39709413
"4890","ENST00000584908","17",39709395,39709413
"4891","ENST00000584601","17",39709395,39709413
"4892","ENST00000583391","17",39709395,39709413
"4893","ENST00000269571","17",39709395,39709413
"4894","ENST00000541774","17",39709395,39709413
"4895","ENST00000583038","17",39709395,39709413
"4896","ENST00000406381","17",39715840,39715858
"4897","ENST00000584450","17",39715840,39715858
"4898","ENST00000578373","17",39715840,39715858
"4899","ENST00000578199","17",39715840,39715858
"4900","ENST00000582788","17",39715840,39715858
"4901","ENST00000582648","17",39715840,39715858
"4902","ENST00000584601","17",39715840,39715858
"4903","ENST00000445658","17",39715840,39715858
"4904","ENST00000269571","17",39715840,39715858
"4905","ENST00000541774","17",39715840,39715858
"4906","ENST00000583038","17",39715840,39715858
"4907","ENST00000406381","17",39723327,39723345
"4908","ENST00000584450","17",39723327,39723345
"4909","ENST00000578373","17",39723327,39723345
"4910","ENST00000580074","17",39723327,39723345
"4911","ENST00000584601","17",39723327,39723345
"4912","ENST00000582818","17",39723327,39723345
"4913","ENST00000578630","17",39723327,39723345
"4914","ENST00000445658","17",39723327,39723345
"4915","ENST00000269571","17",39723327,39723345
"4916","ENST00000541774","17",39723327,39723345
"4917","ENST00000583038","17",39723327,39723345
"4918","ENST00000360938","21",38822739,38822757
"4919","ENST00000360214","21",38822961,38822979
"4920","ENST00000360938","21",38817024,38817042
"4921","ENST00000456966","21",38818455,38818473
"4922","ENST00000360214","21",38818579,38818597
"4923","ENST00000360938","21",38822800,38822818
"4924","ENST00000360214","21",38823022,38823040
"4925","ENST00000360938","21",38819597,38819615
"4926","ENST00000360214","21",38821638,38821656
"4927","ENST00000360938","21",38806084,38806102
"4928","ENST00000432278","21",38810096,38810106
"4929","ENST00000432278","21",38813002,38813010
"4930","ENST00000456966","21",38810096,38810106
"4931","ENST00000456966","21",38813002,38813010
"4932","ENST00000360214","21",38814274,38814292
"4933","ENST00000360938","21",38814923,38814941
"4934","ENST00000456966","21",38817047,38817065
"4935","ENST00000360214","21",38818504,38818522
"4936","ENST00000360938","21",38822993,38823011
"4937","ENST00000360214","21",38823215,38823233
"4938","ENST00000360938","21",38818508,38818526
"4939","ENST00000456966","21",38818606,38818624
"4940","ENST00000360214","21",38819586,38819604
"4941","ENST00000360938","21",38814318,38814336
"4942","ENST00000432278","21",38814804,38814822
"4943","ENST00000456966","21",38814804,38814822
"4944","ENST00000360214","21",38814928,38814946
"4945","ENST00000360938","21",38819556,38819574
"4946","ENST00000360214","21",38821597,38821615
"4947","ENST00000360938","21",38814813,38814831
"4948","ENST00000432278","21",38814911,38814929
"4949","ENST00000456966","21",38814911,38814929
"4950","ENST00000360214","21",38817061,38817079
"4951","ENST00000360938","21",38814877,38814895
"4952","ENST00000456966","21",38814975,38814981
"4953","ENST00000456966","21",38817007,38817019
"4954","ENST00000360214","21",38818458,38818476
"4955","ENST00000360938","21",38806034,38806052
"4956","ENST00000432278","21",38810046,38810064
"4957","ENST00000456966","21",38810046,38810064
"4958","ENST00000360214","21",38813066,38813084
"4959","ENST00000360938","21",38821697,38821704
"4960","ENST00000360938","21",38822673,38822684
"4961","ENST00000360214","21",38822888,38822906
"4962","ENST00000360938","21",38822945,38822963
"4963","ENST00000360214","21",38823167,38823185
"4964","ENST00000360938","21",38805908,38805926
"4965","ENST00000432278","21",38806006,38806024
"4966","ENST00000360214","21",38810044,38810062
"4967","ENST00000360938","21",38805984,38806002
"4968","ENST00000432278","21",38806082,38806100
"4969","ENST00000360214","21",38813016,38813034
"4970","ENST00000360938","21",38818575,38818593
"4971","ENST00000360214","21",38819653,38819671
"4972","ENST00000360938","21",38819691,38819709
"4973","ENST00000360214","21",38822701,38822719
"4974","ENST00000360938","21",38814959,38814977
"4975","ENST00000456966","21",38817083,38817091
"4976","ENST00000456966","21",38818424,38818434
"4977","ENST00000360214","21",38818540,38818558
"4978","ENST00000360938","21",38814845,38814863
"4979","ENST00000432278","21",38814943,38814961
"4980","ENST00000456966","21",38814943,38814961
"4981","ENST00000360214","21",38818426,38818444
"4982","ENST00000360938","21",38823054,38823072
"4983","ENST00000360214","21",38823276,38823294
"4984","ENST00000360938","21",38823206,38823224
"4985","ENST00000360214","21",38823428,38823446
"4986","ENST00000360938","21",38806110,38806120
"4987","ENST00000360938","21",38810034,38810042
"4988","ENST00000432278","21",38813018,38813036
"4989","ENST00000456966","21",38813018,38813036
"4990","ENST00000360214","21",38814300,38814318
"4991","ENST00000360938","21",38823118,38823136
"4992","ENST00000360214","21",38823340,38823358
"4993","ENST00000360938","21",38814277,38814295
"4994","ENST00000432278","21",38814375,38814392
"4995","ENST00000432278","21",38814780,38814781
"4996","ENST00000456966","21",38814375,38814392
"4997","ENST00000456966","21",38814780,38814781
"4998","ENST00000360214","21",38814887,38814905
"4999","ENST00000360938","21",38813013,38813031
"5000","ENST00000432278","21",38813111,38813114
"5001","ENST00000432278","21",38814272,38814287
"5002","ENST00000456966","21",38813111,38813114
"5003","ENST00000456966","21",38814272,38814287
"5004","ENST00000360214","21",38814781,38814799
"5005","ENST00000360938","21",38813063,38813081
"5006","ENST00000432278","21",38814319,38814337
"5007","ENST00000456966","21",38814319,38814337
"5008","ENST00000360214","21",38814831,38814849
"5009","ENST00000360938","21",38810068,38810086
"5010","ENST00000432278","21",38813062,38813080
"5011","ENST00000456966","21",38813062,38813080
"5012","ENST00000360214","21",38814344,38814362
"5013","ENST00000360938","21",38818643,38818646
"5014","ENST00000360938","21",38819502,38819517
"5015","ENST00000360214","21",38819721,38819739
"5016","ENST00000360938","21",38821671,38821689
"5017","ENST00000360214","21",38822862,38822880
"5018","ENST00000360938","21",38822865,38822883
"5019","ENST00000360214","21",38823087,38823105
"5020","ENST00000360938","21",38822891,38822909
"5021","ENST00000360214","21",38823113,38823131
"5022","ENST00000360938","21",38819740,38819758
"5023","ENST00000360214","21",38822750,38822768
"5024","ENST00000360938","21",38818457,38818475
"5025","ENST00000456966","21",38818555,38818573
"5026","ENST00000360214","21",38819535,38819553
"5027","ENST00000360938","21",38819627,38819645
"5028","ENST00000360214","21",38821668,38821686
"5029","ENST00000360938","21",38814378,38814392
"5030","ENST00000360938","21",38814780,38814784
"5031","ENST00000432278","21",38814864,38814882
"5032","ENST00000456966","21",38814864,38814882
"5033","ENST00000360214","21",38817014,38817032
"5034","ENST00000360938","21",38821615,38821633
"5035","ENST00000360214","21",38822806,38822824
"5036","ENST00000301838","11",70203349,70203367
"5037","ENST00000301838","11",70206888,70206906
"5038","ENST00000301838","11",70203696,70203714
"5039","ENST00000301838","11",70206257,70206275
"5040","ENST00000301838","11",70207057,70207075
"5041","ENST00000301838","11",70207112,70207130
"5042","ENST00000301838","11",70206175,70206193
"5043","ENST00000301838","11",70206359,70206377
"5044","ENST00000301838","11",70207356,70207374
"5045","ENST00000301838","11",70203609,70203627
"5046","ENST00000301838","11",70206534,70206552
"5047","ENST00000301838","11",70206155,70206173
"5048","ENST00000301838","11",70203315,70203333
"5049","ENST00000301838","11",70206282,70206300
"5050","ENST00000301838","11",70207162,70207180
"5051","ENST00000301838","11",70203499,70203517
"5052","ENST00000301838","11",70206791,70206809
"5053","ENST00000301838","11",70206298,70206316
"5054","ENST00000301838","11",70206513,70206531
"5055","ENST00000301838","11",70203585,70203603
"5056","ENST00000301838","11",70206404,70206422
"5057","ENST00000301838","11",70203488,70203506
"5058","ENST00000301838","11",70206197,70206215
"5059","ENST00000301838","11",70203475,70203493
"5060","ENST00000301838","11",70203736,70203745
"5061","ENST00000301838","11",70206132,70206141
"5062","ENST00000301838","11",70206458,70206476
"5063","ENST00000301838","11",70206834,70206852
"5064","ENST00000301838","11",70203532,70203550
"5065","ENST00000301838","11",70203458,70203476
"5066","ENST00000301838","11",70206676,70206694
"5067","ENST00000301838","11",70207006,70207024
"5068","ENST00000301838","11",70207248,70207266
"5069","ENST00000301838","11",70206966,70206984
"5070","ENST00000301838","11",70206215,70206233
"5071","ENST00000301838","11",70206553,70206571
"5072","ENST00000301838","11",70207196,70207214
"5073","ENST00000301838","11",70206603,70206621
"5074","ENST00000301838","11",70206739,70206757
"5075","ENST00000301838","11",70207300,70207318
"5076","ENST00000586763","19",3113475,3113484
"5077","ENST00000586763","19",3114943,3114952
"5078","ENST00000587636","19",3113475,3113484
"5079","ENST00000587636","19",3114943,3114952
"5080","ENST00000078429","19",3114982,3115000
"5081","ENST00000586763","19",3094695,3094713
"5082","ENST00000078429","19",3094743,3094761
"5083","ENST00000586763","19",3094700,3094718
"5084","ENST00000078429","19",3094748,3094766
"5085","ENST00000586180","19",3121091,3121109
"5086","ENST00000590534","19",3121091,3121109
"5087","ENST00000587636","19",3121091,3121109
"5088","ENST00000078429","19",3121139,3121157
"5089","ENST00000586763","19",3094686,3094704
"5090","ENST00000078429","19",3094734,3094752
"5091","ENST00000586763","19",3113380,3113398
"5092","ENST00000078429","19",3113428,3113446
"5093","ENST00000586763","19",3094727,3094745
"5094","ENST00000078429","19",3094775,3094787
"5095","ENST00000078429","19",3110148,3110154
"5096","ENST00000586763","19",3094681,3094699
"5097","ENST00000078429","19",3094729,3094747
"5098","ENST00000586763","19",3094675,3094693
"5099","ENST00000078429","19",3094723,3094741
"5100","ENST00000586763","19",3113466,3113484
"5101","ENST00000587636","19",3113466,3113484
"5102","ENST00000078429","19",3114973,3114991
"5103","ENST00000078429","19",3110243,3110261
"5104","ENST00000586180","19",3121056,3121074
"5105","ENST00000590534","19",3121056,3121074
"5106","ENST00000587636","19",3121056,3121074
"5107","ENST00000078429","19",3121104,3121122
"5108","ENST00000078429","19",3110258,3110276
"5109","ENST00000586180","19",3119026,3119044
"5110","ENST00000590534","19",3119026,3119044
"5111","ENST00000591301","19",3119026,3119044
"5112","ENST00000587636","19",3119026,3119044
"5113","ENST00000078429","19",3119226,3119244
"5114","ENST00000588401","19",3114984,3115002
"5115","ENST00000586763","19",3114984,3115002
"5116","ENST00000587636","19",3114984,3115002
"5117","ENST00000078429","19",3115032,3115050
"5118","ENST00000586180","19",3119045,3119053
"5119","ENST00000586180","19",3119205,3119215
"5120","ENST00000591301","19",3119045,3119053
"5121","ENST00000591301","19",3119205,3119215
"5122","ENST00000587636","19",3119045,3119053
"5123","ENST00000587636","19",3119205,3119215
"5124","ENST00000078429","19",3119245,3119263
"5125","ENST00000588401","19",3115038,3115056
"5126","ENST00000587636","19",3115038,3115056
"5127","ENST00000078429","19",3118937,3118955
"5128","ENST00000586763","19",3113418,3113436
"5129","ENST00000078429","19",3113466,3113484
"5130","ENST00000586180","19",3119272,3119290
"5131","ENST00000590534","19",3119272,3119290
"5132","ENST00000591301","19",3119272,3119290
"5133","ENST00000587636","19",3119272,3119290
"5134","ENST00000078429","19",3119320,3119338
"5135","ENST00000586763","19",3113436,3113454
"5136","ENST00000078429","19",3114943,3114961
"5137","ENST00000587636","19",3115057,3115072
"5138","ENST00000587636","19",3118923,3118926
"5139","ENST00000078429","19",3118956,3118974
"5140","ENST00000586180","19",3118941,3118959
"5141","ENST00000590534","19",3118941,3118959
"5142","ENST00000591301","19",3118941,3118959
"5143","ENST00000587636","19",3118941,3118959
"5144","ENST00000078429","19",3118989,3119007
"5145","ENST00000586180","19",3118951,3118969
"5146","ENST00000590534","19",3118951,3118969
"5147","ENST00000591301","19",3118951,3118969
"5148","ENST00000587636","19",3118951,3118969
"5149","ENST00000078429","19",3118999,3119017
"5150","ENST00000078429","19",3110256,3110274
"5151","ENST00000586180","19",3118980,3118998
"5152","ENST00000590534","19",3118980,3118998
"5153","ENST00000591301","19",3118980,3118998
"5154","ENST00000587636","19",3118980,3118998
"5155","ENST00000078429","19",3119028,3119046
"5156","ENST00000586180","19",3119213,3119231
"5157","ENST00000590534","19",3119213,3119231
"5158","ENST00000591301","19",3119213,3119231
"5159","ENST00000587636","19",3119213,3119231
"5160","ENST00000078429","19",3119261,3119279
"5161","ENST00000586763","19",3113356,3113374
"5162","ENST00000078429","19",3113404,3113422
"5163","ENST00000078429","19",3110281,3110299
"5164","ENST00000078429","19",3110289,3110307
"5165","ENST00000586180","19",3119256,3119274
"5166","ENST00000590534","19",3119256,3119274
"5167","ENST00000591301","19",3119256,3119274
"5168","ENST00000587636","19",3119256,3119274
"5169","ENST00000078429","19",3119304,3119322
"5170","ENST00000588401","19",3115044,3115062
"5171","ENST00000587636","19",3115044,3115062
"5172","ENST00000078429","19",3118943,3118961
"5173","ENST00000078429","19",3113340,3113358
"5174","ENST00000588401","19",3115050,3115068
"5175","ENST00000587636","19",3115050,3115068
"5176","ENST00000078429","19",3118949,3118967
"5177","ENST00000586180","19",3119235,3119253
"5178","ENST00000590534","19",3119235,3119253
"5179","ENST00000591301","19",3119235,3119253
"5180","ENST00000587636","19",3119235,3119253
"5181","ENST00000078429","19",3119283,3119301
"5182","ENST00000078429","19",3110218,3110236
"5183","ENST00000078429","19",3110330,3110333
"5184","ENST00000078429","19",3113329,3113344
"5185","ENST00000078429","19",3113352,3113370
"5186","ENST00000586180","19",3121070,3121088
"5187","ENST00000590534","19",3121070,3121088
"5188","ENST00000587636","19",3121070,3121088
"5189","ENST00000078429","19",3121118,3121136
"5190","ENST00000586180","19",3121125,3121143
"5191","ENST00000590534","19",3121125,3121143
"5192","ENST00000587636","19",3121125,3121143
"5193","ENST00000078429","19",3121173,3121191
"5194","ENST00000588401","19",3114955,3114973
"5195","ENST00000586763","19",3114955,3114973
"5196","ENST00000587636","19",3114955,3114973
"5197","ENST00000078429","19",3115003,3115021
"5198","ENST00000586180","19",3121033,3121051
"5199","ENST00000590534","19",3121033,3121051
"5200","ENST00000587636","19",3121033,3121051
"5201","ENST00000078429","19",3121081,3121099
"5202","ENST00000586763","19",3094756,3094774
"5203","ENST00000078429","19",3110165,3110183
"5204","ENST00000586763","19",3094711,3094729
"5205","ENST00000078429","19",3094759,3094777
"5206","ENST00000078429","19",3113364,3113382
"5207","ENST00000586763","19",3113347,3113365
"5208","ENST00000078429","19",3113395,3113413
"5209","ENST00000586180","19",3121112,3121130
"5210","ENST00000590534","19",3121112,3121130
"5211","ENST00000587636","19",3121112,3121130
"5212","ENST00000078429","19",3121160,3121178
"5213","ENST00000586763","19",3094766,3094784
"5214","ENST00000078429","19",3110175,3110193
"5215","ENST00000586763","19",3113447,3113465
"5216","ENST00000078429","19",3114954,3114972
"5217","ENST00000586180","19",3121008,3121026
"5218","ENST00000590534","19",3121008,3121026
"5219","ENST00000587636","19",3121008,3121026
"5220","ENST00000078429","19",3121056,3121074
"5221","ENST00000586763","19",3114945,3114963
"5222","ENST00000587636","19",3114945,3114963
"5223","ENST00000078429","19",3114993,3115011
"5224","ENST00000588401","19",3114969,3114987
"5225","ENST00000586763","19",3114969,3114987
"5226","ENST00000587636","19",3114969,3114987
"5227","ENST00000078429","19",3115017,3115035
"5228","ENST00000588401","19",3115010,3115028
"5229","ENST00000587636","19",3115010,3115028
"5230","ENST00000078429","19",3115058,3115072
"5231","ENST00000078429","19",3118923,3118927
"5232","ENST00000586763","19",3113395,3113413
"5233","ENST00000078429","19",3113443,3113461
"5234","ENST00000078429","19",3110186,3110204
"5235","ENST00000078429","19",3113361,3113379
"5236","ENST00000078429","19",3113374,3113392
"5237","ENST00000586180","19",3119043,3119053
"5238","ENST00000586180","19",3119205,3119213
"5239","ENST00000591301","19",3119043,3119053
"5240","ENST00000591301","19",3119205,3119213
"5241","ENST00000587636","19",3119043,3119053
"5242","ENST00000587636","19",3119205,3119213
"5243","ENST00000078429","19",3119243,3119261
"5244","ENST00000588401","19",3115021,3115039
"5245","ENST00000587636","19",3115021,3115039
"5246","ENST00000078429","19",3115069,3115072
"5247","ENST00000078429","19",3118923,3118938
"5248","ENST00000586763","19",3113416,3113434
"5249","ENST00000078429","19",3113464,3113482
"5250","ENST00000078429","19",3110205,3110223
"5251","ENST00000078429","19",3110221,3110239
"5252","ENST00000586180","19",3118972,3118990
"5253","ENST00000590534","19",3118972,3118990
"5254","ENST00000591301","19",3118972,3118990
"5255","ENST00000587636","19",3118972,3118990
"5256","ENST00000078429","19",3119020,3119038
"5257","ENST00000586180","19",3118988,3119006
"5258","ENST00000590534","19",3118988,3119006
"5259","ENST00000591301","19",3118988,3119006
"5260","ENST00000587636","19",3118988,3119006
"5261","ENST00000078429","19",3119036,3119053
"5262","ENST00000078429","19",3119205,3119206
"5263","ENST00000586763","19",3113369,3113387
"5264","ENST00000078429","19",3113417,3113435
"5265","ENST00000586763","19",3113389,3113407
"5266","ENST00000078429","19",3113437,3113455
"5267","ENST00000586180","19",3119223,3119241
"5268","ENST00000590534","19",3119223,3119241
"5269","ENST00000591301","19",3119223,3119241
"5270","ENST00000587636","19",3119223,3119241
"5271","ENST00000078429","19",3119271,3119289
"5272","ENST00000586180","19",3119300,3119318
"5273","ENST00000590534","19",3119300,3119318
"5274","ENST00000591301","19",3119300,3119318
"5275","ENST00000587636","19",3119300,3119318
"5276","ENST00000078429","19",3119348,3119359
"5277","ENST00000078429","19",3120988,3120995
"5278","ENST00000586180","19",3119327,3119345
"5279","ENST00000590534","19",3119327,3119345
"5280","ENST00000591301","19",3119327,3119345
"5281","ENST00000587636","19",3119327,3119345
"5282","ENST00000078429","19",3121004,3121022
"5283","ENST00000586180","19",3119287,3119305
"5284","ENST00000590534","19",3119287,3119305
"5285","ENST00000591301","19",3119287,3119305
"5286","ENST00000587636","19",3119287,3119305
"5287","ENST00000078429","19",3119335,3119353
"5288","ENST00000078429","19",3110266,3110284
